gene_id,gene_name,Common_Name,Citation,URL,Review,URL,Note,Pub_locus,Other_Name
WBGene00230704,Bm10443,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s137,,,,Bm1_42865,TAG10443; TAG1420; Bm1_42865
WBGene00230077,Bm9816,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s138,,,,Bm1_55695,TAG9816; Bm1_55695A; Bm1_56305A; TAG736; ES-62; ES-62; ES-62; ES-62; Bm1_56305; Bm1_55695
WBGene00224408,Bma-mdh-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s139,,,,Bm1_04060,Bm-mdh-1; TAG4147; Bm1_04060A; Bm1_04060
WBGene00234007,Bm13746,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s140,,,,Bm1_15740,TAG13746; Bm1_15740A; TAG12051; TAG13572; Bm1_15740
WBGene00268869,Bm17727,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s141,,,,Bm1_29765,Bm1_29765A; Bm1_29765
WBGene00222637,Bm2376,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s142,,,,Bm1_36300,TAG2376; Bm1_36305; Bm1_36300
WBGene00230265,Bma-pcm-1.3,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s143,,,,Bm1_52680,TAG10004; Bm1_52680
WBGene00223873,Bma-atgp-1.3,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s144,,,,Bm1_01300,Bm-atgp-1; TAG3612; Bm1_01300A; Bma-atgp-1; Bm1_01300
WBGene00233994,Bma-eef-2,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s145,,,,Bm1_28480,Bm-eef-2; TAG13733; Bm1_28480A; Bm1_28480
WBGene00233940,Bma-pdi-2,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s146,,,,Bm1_39250,Bm-pdi-2; TAG13679; PDI; PDI; Bm1_39250
WBGene00229441,Bm9180,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s147,,,,Bm1_36685,TAG9180; Bm1_36685
WBGene00230671,Bm10410,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s148,,,,Bm1_42375,TAG10410; Bm1_42375
WBGene00229025,Bm8764,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s149,,,,Bm1_00425,TAG8764; Bm1_00425A; Bm1_00425
WBGene00225789,Bm5528,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s150,,,,Bm1_02775,TAG5528; Bm1_02775A; TAG11498; Bm1_02775
WBGene00228664,Bma-noca-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s151,,,,Bm1_04575,TAG8403; TAG8069; Bm1_00515A; Bm1_04575A; TAG8070; TAG9278; TAG11547; Bm1_04575; Bm1_00515
WBGene00233997,Bma-tkt-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s152,,,,Bm1_10280,Bm-tkt-1; TAG13736; Bm1_10280A; Bm1_10280
WBGene00224877,Bm4616,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s153,,,,Bm1_22360,TAG4616; TAG9412; Bm1_19610A; Bm1_22360A; Bm1_22365A; Bm1_53250A; Bm1_22360
WBGene00224701,Bm4440,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s154,,,,Bm1_25520,TAG4440; Bm1_25520A; TAG12075; TAG12593; Bm1_25520
WBGene00223255,Bma-pas-6,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s155,,,,Bm1_26725,TAG2994; Bm1_17805A; Bm1_26725A; Bm1_17805; Bm1_26725
WBGene00223328,Bma-nap-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s156,,,,Bm1_27810,Bm-nap-1; TAG3067; Bm1_27810A; Bm1_27810
WBGene00220939,Bm678,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s157,,,,Bm1_40960,TAG678; TAG677; Bm1_40960B; Bm1_40960A; Bm1_40960
WBGene00223079,Bma-uba-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s158,,,,Bm1_50525,Bm-uba-1; TAG2818; Bm1_50520; Bm1_50525
WBGene00223329,Bma-lec-12,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s159,,,,Bm1_50655,Bm-lec-12; TAG3068; TAG1600; Bm1_50655
WBGene00234156,Bma-tct-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s160,,,,Bm1_31480,Bm-tct-1; TAG13895; Bm1_31480A; Bm1_31480
WBGene00227798,Bma-pcp-5,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s161,,,,Bm1_07000,Bm-pcp-5; TAG7537; Bm1_07000A; Bm1_07005A; Bm1_07005; Bm1_07000
WBGene00233922,Bm13661,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s162,,,,Bm1_07640,TAG13661; Bm1_07640A; Bm1_07645A; Bm1_17800A; TAG12154; Bm1_17800; Bm1_07640; Bm1_07645
WBGene00225172,Bm4911,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s163,,,,Bm1_08465,TAG4911; Bm1_08465A; Bm1_08465
WBGene00228367,Bma-mig-6,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s165,,,,Bm1_11390,TAG8106; TAG11790; TAG12403; TAG12768; TAG2644; Bm1_11390A; TAG9085; Bm1_02120A; TAG946; Bm1_11390; Bm1_02120
WBGene00223716,Bm3455,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s166,,,,Bm1_13165,TAG3455; Bm1_13290A; Bm1_13165A; Bm1_13165
WBGene00223063,Bm2802,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s167,,,,Bm1_14055,TAG2802; Bm1_14055A; Bm1_14055
WBGene00226192,Bma-pygl-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s168,,,,Bm1_16060,TAG5931; Bm1_16060A; Bm1_16060
WBGene00227511,Bma-hprt-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s170,,,,Bm1_19890,TAG7250; Bm1_19890A; Bm1_19890
WBGene00229636,Bm9375,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s171,,,,Bm1_20115,TAG9375; Bm1_20115A; TAG12642; Bm1_20115
WBGene00223028,Bma-lec-4,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s172,,,,Bm1_20640,Bm-lec-4; TAG2767; Bm1_20640A; Bm1_20640
WBGene00226583,Bm6322,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s173,,,,Bm1_20880,TAG6322; Bm1_20880A; Bm1_20880
WBGene00220897,Bm636,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s174,,,,Bm1_22990,TAG636; Bm1_22990A; Bm1_22990
WBGene00233933,Bma-pbs-3,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s175,,,,Bm1_24805,Bm-pbs-3; TAG13672; Bm1_24805A; Bm1_24805
WBGene00224490,Bma-pam-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s176,,,,Bm1_27885,Bm-pam-1; TAG4229; Bm1_27885A; Bm1_27885
WBGene00227638,Bma-daf-41,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s177,,,,Bm1_30230,TAG7377; Bm1_30230A; Bm1_30235A; TAG12068; Bm1_30230; Bm1_30235
WBGene00224015,Bma-cpz-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s178,,,,Bm1_30360,Bm-cpz-1; TAG3754; Bm1_30360A; Bm1_56735A; cpz-1; cpz-1; Bm1_30360; Bm1_56735
WBGene00230039,Bm9778,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s179,,,,Bm1_30540,TAG9778; Bm1_30540
WBGene00230049,Bm9788,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s180,,,,Bm1_30715,TAG9788; Bm1_30715
WBGene00227084,Bma-manf-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s181,,,,Bm1_31775,TAG6823; Bm1_31775A; Bm1_31775
WBGene00227992,Bma-fkb-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s182,,,,Bm1_37310,Bm-fkb-1; TAG7731; Bm1_37310
WBGene00233930,Bma-pas-5,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s183,,,,Bm1_37390,Bm-pas-5; TAG13669; Bm1_37390
WBGene00227039,Bm6778,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s184,,,,Bm1_40615,TAG6778; Bm1_40615
WBGene00234167,Bma-smo-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s185,,,,Bm1_45210,TAG13906; TAG5017; Bm1_45210
WBGene00231090,Bma-cul-2,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s186,,,,Bm1_45370,Bm-cul-2; TAG10829; Bm1_45370
WBGene00226491,Bma-lap-2,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s187,,,,Bm1_50530,Bm-lap-2; TAG6230; Bm1_50530
WBGene00226104,Bm5843,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s189,,,,Bm1_53445,TAG5843; Bm1_41125A; Bm1_53445A; Bm1_53445; Bm1_41125
WBGene00222255,Bm1994,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s191,,,,Bm1_55480,TAG1994; Bm1_13290A; Bm1_55480A; Bm1_56585A; Bm1_55480; Bm1_56585
WBGene00223985,Bma-fkb-6,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s192,,,,Bm1_56870,Bm-fkb-6; TAG3724; Bm1_56870A; Bm1_56870
WBGene00224891,Bma-pdi-3,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s193,,,,Bm1_28935,Bm-pdi-3; TAG4630; Bm1_28935A; Bm1_28935
WBGene00228468,Bm8207,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s194,,,,Bm1_23315,TAG8207; Bm1_23315; Bm1_56245
WBGene00224223,Bm3962,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s195,,,,Bm1_33050,TAG3962; Bm1_33050; Bm1_33050; FAB1; FAB1; FAB1; Bm-fab-1
WBGene00225805,Bma-act-5,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s196,,,,Bm1_16810,Bm-act-5; TAG5544; Bm1_16810A; Bm1_16810
WBGene00225347,Bm5086,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s197,,,,Bm1_21705,TAG5086; Bm1_21705A; Bm1_21705
WBGene00222918,Bm2657,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s198,,,,Bm1_11195,TAG2657; Bm1_01265A; Bm1_11195A; Bm1_11195; Bm1_01265
WBGene00223910,Bm3649,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s199,,,,Bm1_23480,TAG3649; Bm1_15650A; TAG203; Bm1_23480A; Bm1_23480
WBGene00231080,Bm10819,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s200,,,,Bm1_45510,TAG10819; Bm1_45510
WBGene00225496,Bma-zig-12,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s201,,,,Bm1_35295,TAG5235; Bm1_35300A; TAG5067; Bm1_35295A; Bm1_35295; Bm1_35300
WBGene00224672,Bm4411,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s202,,,,Bm1_16920,TAG4411; Bm1_16920A; Bm1_16920
WBGene00227198,Bm6937,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s203,,,,Bm1_09940,TAG6937; Bm1_09940A; TAG11519; Bm1_09940
WBGene00224644,Bma-nid-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s204,,,,Bm1_52555,Bm-nid-1; TAG4383; Bm1_52555
WBGene00223218,Bm2957,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s205,,,,Bm1_55755,TAG2957; Bm1_55755A; Bm1_55755B; Bm1_55755
WBGene00222536,Bm2275,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s206,,,,Bm1_25755,TAG2275; Bm1_25755A; Bm1_25755
WBGene00223517,Bma-ifb-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s207,,,,Bm1_43615,Bm-ifb-1; TAG3256; Bm1_56985A; Bm1_56990A; Bm1_56985; Bm1_43615; Bm1_56990
WBGene00226588,Bma-hsp-60,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s208,,,,Bm1_11450,TAG6327; Bm1_11450A; Bm1_56465A; Bm1_56580A; TAG11285; TAG11501; TAG12125; TAG1545; TAG8213; Bm1_11450; Bm1_56465; Bm1_56580
WBGene00229211,Bm8950,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s210,,,,Bm1_43360,TAG8950; TAG8951; Bm1_43360; Bm1_43355
WBGene00226838,Bm6577,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s211,,,,Bm1_43595,TAG6577; TAG12674; Bm1_43595
WBGene00224169,Bm3908,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s212,,,,Bm1_45215,TAG3908; Bm1_45215; BMIF
WBGene00227054,Bm6793,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s213,,,,Bm1_05440,TAG6793; Bm1_05440A; Bm1_05440
WBGene00222756,Bm2495,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s214,,,,Bm1_07405,TAG2495; Bm1_07405A; TAG11326; Bm1_07405; Bma-tag-10
WBGene00228755,Bma-unc-52,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s215,,,,Bm1_11225,TAG8494; Bm1_08985A; TAG11264; TAG11675; TAG11716; TAG12396; TAG14113; TAG1607; Bm-unc-52; TAG7346; Bm1_09895A; TAG7347; Bm1_02990A; Bm1_02995A; Bm1_11225A; Bm1_11675A; TAG7348; Bm1_53440A; TAG8038; Bm1_02990; Bm1_02995; Bm1_09895; Bm1_08985; Bm1_11675; Bm1_53440; Bm1_11225
WBGene00225830,Bm5569,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s216,,,,Bm1_14035,TAG5569; Bm1_14035A; Bm1_14035
WBGene00226459,Bma-pck-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s217,,,,Bm1_25195,Bm-pck-1; TAG6198; Bm1_25195A; Bm1_25195
WBGene00227150,Bma-pqn-87,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s218,,,,Bm1_25670,TAG6889; Bm1_25670A; Bm1_25675A; TAG12644; TAG1369; Bm1_25675; Bm1_25670
WBGene00231170,Bm10909,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s219,,,,Bm1_27775,TAG10909; Bm1_27775A; Bm1_27775
WBGene00224657,Bma-egl-4,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s220,,,,Bm1_37920,Bm-pkg-1; TAG4396; Bma-pkg-1; Bm1_37920
WBGene00234224,Bm13963,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s222,,,,Bm1_41320,TAG13963; Bm1_41320A; Bm1_41320
WBGene00233936,Bma-pas-4,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s223,,,,Bm1_49465,Bm-pas-4; TAG13675; Bm1_49465
WBGene00228040,Bm7779,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s224,,,,Bm1_53295,TAG7779; Bm1_53295A; Bm1_53295
WBGene00226588,Bma-hsp-60,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s226,,,,Bm1_56580,TAG6327; Bm1_11450A; Bm1_56465A; Bm1_56580A; TAG11285; TAG11501; TAG12125; TAG1545; TAG8213; Bm1_11450; Bm1_56465; Bm1_56580
,,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s227,,,,Multiple Output Below,
WBGene00223976,Bm3715,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s228,,,,Bm1_10970,TAG3715; Bm1_10975A; Bm1_10975; Bm1_10970; Bm1_10980
WBGene00224520,Bma-ftt-2.2,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s229,,,,Bm1_10970,TAG4259; Bm1_10970A; Bm1_10980; Bm1_10970; Bm1_10975
WBGene00227412,Bma-cpsf-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s230,,,,Bm1_10970,Bm-cpsf-1; TAG7151; Bm1_10980A; Bm1_10975; Bm1_10970; Bm1_10980
WBGene00224804,Bm4543,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s231,,,,Bm1_13605,TAG4543; Bm1_13605A; Bm1_13605
WBGene00226033,Bm5772,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s232,,,,Bm1_13605,TAG5772; Bm1_13605A; Bm1_13590A; Bm1_55925A; Bm1_13595A; Bm1_13580A; Bm1_13585A; Bm1_55920A; Bm1_53345A; Bm1_13575A; Bm1_55910A; Bm1_13605
WBGene00223354,Bma-mek-5,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s233,,,,Bm1_49010,TAG3093; Bm1_49005; Bm1_49010
WBGene00234001,Bma-fkb-2,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s234,,,,Bm1_49010,TAG13740; Bm1_49010; Bm1_49005
WBGene00225453,Bma-vha-20,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s235,,,,Bm1_14965,TAG5192; Bm1_14965A; Bm1_14960; Bm1_14965
WBGene00225740,Bma-mrps-14,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s236,,,,Bm1_14965,Bm-mrps-14; TAG5479; Bm1_14960A; Bm1_14965; Bm1_14960
WBGene00269161,Bm18019,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s237,,,,Bm1_08645,Bm1_15985A; Bm1_15985; Bm1_08645
WBGene00269162,Bm18020,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s238,,,,Bm1_08645,Bm1_15985A; Bm1_08645A; Bm1_08645; Bm1_15985
WBGene00225430,Bma-ger-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s239,,,,Bm1_11280,Bm-ger-1; TAG5169; Bm1_11280A; Bm1_11280
WBGene00225431,Bma-ubc-18,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s240,,,,Bm1_11280,Bm-ubc-18; TAG5170; Bm1_11280A; Bm1_11280
WBGene00226799,Bma-npp-18,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s241,,,,Bm1_18460,Bm-npp-18; TAG6538; Bm1_18455A; Bm1_18460; Bm1_18455
WBGene00226800,Bm6539,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s242,,,,Bm1_18460,TAG6539; Bm1_18455A; Bm1_18460A; TAG11413; TAG12227; Bm1_18455; Bm1_18460
WBGene00220743,Bm482,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s243,,,,Bm1_51975,TAG482; TAG7707; Bm1_51975
WBGene00223117,Bma-nuaf-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s244,,,,Bm1_51975,Bm-nuaf-1; TAG2856; Bm1_51975
WBGene00235029,Bma-slrp-1,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s245,,,,Bm1_51975,TAG14694; TAG7706; Bm1_51975; Bma-slrp-1.1
WBGene00230230,Bm9969,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s246,,,,Bm1_55200,TAG9969; Bm1_52065; Bm1_55200
WBGene00233929,Bma-pbs-5,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s247,,,,Bm1_55200,Bm-pbs-5; TAG13668; Bm1_55200A; Bm1_55200; Bm1_52065
WBGene00229302,Bm9041,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s248,,,,Bm1_13790,TAG9041; Bm1_13790A; Bm1_13790; Bm1_13785
WBGene00229303,Bm9042,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s249,,,,Bm1_13790,TAG9042; Bm1_13785A; Bm1_13790A; Bm1_13785; Bm1_13790
WBGene00234275,Bm14014,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s250,,,,Bm1_13790,TAG14014; Bm1_13790A; Bm1_13785; Bm1_13790
WBGene00223402,Bm3141,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s251,,,,Bm1_53680,TAG3141; Bm1_34815A; Bm1_01250A; Bm1_01245A; Bm1_11500A; Bm1_53675A; Bm1_53685A; Bm1_09845A; Bm1_11505A; Bm1_34820A; Bm1_53680A; Bm1_53685; Bm1_09845; Bm1_11500; Bm1_01245; Bm1_01250; Bm1_34820; Bm1_11505; Bm1_53680; Bm1_34815; Bm1_53675
WBGene00269252,Bm18112,,Moreno,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000326#s252,,,,Bm1_53680,Bm1_11505A; Bm1_11500A; Bm1_34820A; Bm1_53675; Bm1_34815; Bm1_53680; Bm1_11505; Bm1_34820; Bm1_01250; Bm1_01245; Bm1_11500; Bm1_09845; Bm1_53685
