Sex,Worm,Distance,Gray_Value,Annotation
Male,0329_e6_230,325.975,73.5577,
Male,0329_e6_230,326.3,75.5192,
Male,0329_e6_230,326.625,83.3654,
Male,0329_e6_230,326.95,84.3462,
Male,0329_e6_230,327.275,85.3269,
Male,0329_e6_230,327.6,84.3462,
Male,0329_e6_230,327.925,79.4423,
Male,0329_e6_230,328.25,85.3269,
Male,0329_e6_230,328.575,88.2692,
Male,0329_e6_230,328.9,87.2885,
Male,0329_e6_230,329.225,86.3077,
Male,0329_e6_230,329.55,87.2885,
Male,0329_e6_230,329.875,86.3077,
Male,0329_e6_230,330.2,86.3077,
Male,0329_e6_230,330.525,85.3269,
Male,0329_e6_230,330.85,81.4038,
Male,0329_e6_230,331.175,83.3654,
Male,0329_e6_230,331.5,78.4615,
Male,0329_e6_230,331.825,74.5385,
Male,0329_e6_230,332.15,66.6923,
Male,0329_e6_230,332.475,56.8846,
Male,0329_e6_230,332.8,49.0385,
Male,0329_e6_230,333.125,30.4038,
Male,0329_e6_230,333.45,29.4231,
Male,0329_e6_230,333.775,30.4038,
Male,0329_e6_230,334.1,31.3846,
Male,0329_e6_230,334.425,37.2692,
Male,0329_e6_230,334.75,39.2308,
Male,0329_e6_230,335.075,40.2115,
Male,0329_e6_230,335.4,44.1346,
Male,0329_e6_230,335.725,45.1154,
Male,0329_e6_230,336.05,44.1346,
Male,0329_e6_230,336.375,48.0577,
Male,0329_e6_230,336.7,50.0192,
Male,0329_e6_230,337.025,51,
Male,0329_e6_230,337.35,60.8077,
Male,0329_e6_230,337.675,69.6346,
Male,0329_e6_230,338,69.6346,
Male,0329_e6_230,338.325,70.6154,
Male,0329_e6_230,338.65,68.6538,
Male,0329_e6_230,338.975,64.7308,
Male,0329_e6_230,339.3,57.8654,
Male,0329_e6_230,339.625,51,
Male,0329_e6_230,339.95,48.0577,
Male,0329_e6_230,340.275,52.9615,
Male,0329_e6_230,340.6,54.9231,
Male,0329_e6_230,340.925,55.9038,
Male,0329_e6_230,341.25,51,
Male,0329_e6_230,341.575,52.9615,
Male,0329_e6_230,341.9,47.0769,
Male,0329_e6_230,342.225,46.0962,
Male,0329_e6_230,342.55,41.1923,
Male,0329_e6_230,342.875,43.1538,
Male,0329_e6_230,343.2,39.2308,
Male,0329_e6_230,343.525,39.2308,
Male,0329_e6_230,343.85,38.25,
Male,0329_e6_230,344.175,30.4038,
Male,0329_e6_230,344.5,28.4423,
Male,0329_e6_230,344.825,29.4231,
Male,0329_e6_230,345.15,35.3077,
Male,0329_e6_230,345.475,36.2885,
Male,0329_e6_230,345.8,36.2885,
Male,0329_e6_230,346.125,35.3077,
Male,0329_e6_230,346.45,36.2885,
Male,0329_e6_230,346.775,33.3462,
Male,0329_e6_230,347.1,34.3269,
Male,0329_e6_230,347.425,34.3269,
Male,0329_e6_230,347.75,34.3269,
Male,0329_e6_230,348.075,34.3269,
Male,0329_e6_230,348.4,30.4038,
Male,0329_e6_230,348.725,21.5769,
Male,0329_e6_230,349.05,26.4808,
Male,0329_e6_230,349.375,30.4038,
Male,0329_e6_230,349.7,31.3846,
Male,0329_e6_230,350.025,29.4231,
Male,0329_e6_230,350.35,33.3462,
Male,0329_e6_230,350.675,34.3269,
Male,0329_e6_230,351,31.3846,
Male,0329_e6_230,351.325,30.4038,
Male,0329_e6_230,351.65,33.3462,
Male,0329_e6_230,351.975,36.2885,
Male,0329_e6_230,352.3,42.1731,
Male,0329_e6_230,352.625,46.0962,
Male,0329_e6_230,352.95,46.0962,
Male,0329_e6_230,353.275,44.1346,
Male,0329_e6_230,353.6,39.2308,
Male,0329_e6_230,353.925,40.2115,
Male,0329_e6_230,354.25,39.2308,
Male,0329_e6_230,354.575,38.25,
Male,0329_e6_230,354.9,42.1731,
Male,0329_e6_230,355.225,42.1731,
Male,0329_e6_230,355.55,44.1346,
Male,0329_e6_230,355.875,42.1731,
Male,0329_e6_230,356.2,33.3462,
Male,0329_e6_230,356.525,30.4038,
Male,0329_e6_230,356.85,26.4808,
Male,0329_e6_230,357.175,27.4615,
Male,0329_e6_230,357.5,25.5,
Male,0329_e6_230,357.825,23.5385,
Male,0329_e6_230,358.15,19.6154,
Male,0329_e6_230,358.475,18.6346,
Male,0329_e6_230,358.8,19.6154,
Male,0329_e6_230,359.125,21.5769,
Male,0329_e6_230,359.45,20.5962,
Male,0329_e6_230,359.775,20.5962,
Male,0329_e6_230,360.1,20.5962,
Male,0329_e6_230,360.425,21.5769,
Male,0329_e6_230,360.75,22.5577,
Male,0329_e6_230,361.075,25.5,
Male,0329_e6_230,361.4,29.4231,
Male,0329_e6_230,361.725,31.3846,
Male,0329_e6_230,362.05,33.3462,
Male,0329_e6_230,362.375,39.2308,
Male,0329_e6_230,362.7,42.1731,
Male,0329_e6_230,363.025,45.1154,
Male,0329_e6_230,363.35,45.1154,
Male,0329_e6_230,363.675,46.0962,
Male,0329_e6_230,364,44.1346,
Male,0329_e6_230,364.325,48.0577,
Male,0329_e6_230,364.65,54.9231,
Male,0329_e6_230,364.975,57.8654,
Male,0329_e6_230,365.3,54.9231,
Male,0329_e6_230,365.625,57.8654,
Male,0329_e6_230,365.95,54.9231,
Male,0329_e6_230,366.275,54.9231,
Male,0329_e6_230,366.6,54.9231,
Male,0329_e6_230,366.925,51,
Male,0329_e6_230,367.25,34.3269,
Male,0329_e6_230,367.575,37.2692,
Male,0329_e6_230,367.9,36.2885,
Male,0329_e6_230,368.225,32.3654,
Male,0329_e6_230,368.55,38.25,
Male,0329_e6_230,368.875,30.4038,
Male,0329_e6_230,369.2,26.4808,
Male,0329_e6_230,369.525,28.4423,
Male,0329_e6_230,369.85,26.4808,
Male,0329_e6_230,370.175,26.4808,
Male,0329_e6_230,370.5,27.4615,
Male,0329_e6_230,370.825,29.4231,
Male,0329_e6_230,371.15,29.4231,
Male,0329_e6_230,371.475,30.4038,
Male,0329_e6_230,371.8,31.3846,
Male,0329_e6_230,372.125,31.3846,
Male,0329_e6_230,372.45,30.4038,
Male,0329_e6_230,372.775,32.3654,
Male,0329_e6_230,373.1,29.4231,
Male,0329_e6_230,373.425,27.4615,
Male,0329_e6_230,373.75,26.4808,
Male,0329_e6_230,374.075,25.5,
Male,0329_e6_230,374.4,20.5962,
Male,0329_e6_230,374.725,15.6923,
Male,0329_e6_230,375.05,14.7115,
Male,0329_e6_230,375.375,14.7115,
Male,0329_e6_230,375.7,14.7115,
Male,0329_e6_230,376.025,11.7692,
Male,0329_e6_230,376.35,8.8269,
Male,0329_e6_230,376.675,10.7885,
Male,0329_e6_230,377,10.7885,
Male,0329_e6_230,377.325,11.7692,
Male,0329_e6_230,377.65,13.7308,
Male,0329_e6_230,377.975,14.7115,
Male,0329_e6_230,378.3,15.6923,
Male,0329_e6_230,378.625,21.5769,
Male,0329_e6_230,378.95,21.5769,
Male,0329_e6_230,379.275,21.5769,
Male,0329_e6_230,379.6,21.5769,
Male,0329_e6_230,379.925,32.3654,
Male,0329_e6_230,380.25,36.2885,
Male,0329_e6_230,380.575,39.2308,
Male,0329_e6_230,380.9,42.1731,
Male,0329_e6_230,381.225,47.0769,
Male,0329_e6_230,381.55,51.9808,
Male,0329_e6_230,381.875,55.9038,
Male,0329_e6_230,382.2,60.8077,
Male,0329_e6_230,382.525,62.7692,
Male,0329_e6_230,382.85,60.8077,
Male,0329_e6_230,383.175,62.7692,
Male,0329_e6_230,383.5,63.75,
Male,0329_e6_230,383.825,63.75,
Male,0329_e6_230,384.15,53.9423,
Male,0329_e6_230,384.475,48.0577,
Male,0329_e6_230,384.8,45.1154,
Male,0329_e6_230,385.125,43.1538,
Male,0329_e6_230,385.45,51,
Male,0329_e6_230,385.775,56.8846,
Male,0329_e6_230,386.1,60.8077,
Male,0329_e6_230,386.425,66.6923,
Male,0329_e6_230,386.75,70.6154,
Male,0329_e6_230,387.075,67.6731,
Male,0329_e6_230,387.4,66.6923,
Male,0329_e6_230,387.725,59.8269,
Male,0329_e6_230,388.05,54.9231,
Male,0329_e6_230,388.375,51,
Male,0329_e6_230,388.7,49.0385,
Male,0329_e6_230,389.025,48.0577,
Male,0329_e6_230,389.35,48.0577,
Male,0329_e6_230,389.675,49.0385,
Male,0329_e6_230,390,48.0577,
Male,0329_e6_230,390.325,45.1154,
Male,0329_e6_230,390.65,48.0577,
Male,0329_e6_230,390.975,51,
Male,0329_e6_230,391.3,45.1154,
Male,0329_e6_230,391.625,45.1154,
Male,0329_e6_230,391.95,51,
Male,0329_e6_230,392.275,60.8077,
Male,0329_e6_230,392.6,65.7115,
Male,0329_e6_230,392.925,65.7115,
Male,0329_e6_230,393.25,61.7885,
Male,0329_e6_230,393.575,62.7692,
Male,0329_e6_230,393.9,59.8269,
Male,0329_e6_230,394.225,57.8654,
Male,0329_e6_230,394.55,48.0577,
Male,0329_e6_230,394.875,49.0385,
Male,0329_e6_230,395.2,56.8846,
Male,0329_e6_230,395.525,58.8462,
Male,0329_e6_230,395.85,58.8462,
Male,0329_e6_230,396.175,50.0192,
Male,0329_e6_230,396.5,50.0192,
Male,0329_e6_230,396.825,47.0769,
Male,0329_e6_230,397.15,44.1346,
Male,0329_e6_230,397.475,44.1346,
Male,0329_e6_230,397.8,46.0962,
Male,0329_e6_230,398.125,45.1154,
Male,0329_e6_230,398.45,41.1923,
Male,0329_e6_230,398.775,42.1731,
Male,0329_e6_230,399.1,36.2885,
Male,0329_e6_230,399.425,40.2115,
Male,0329_e6_230,399.75,33.3462,
Male,0329_e6_230,400.075,26.4808,
Male,0329_e6_230,400.4,18.6346,
Male,0329_e6_230,400.725,18.6346,
Male,0329_e6_230,401.05,20.5962,
Male,0329_e6_230,401.375,22.5577,
Male,0329_e6_230,401.7,23.5385,
Male,0329_e6_230,402.025,23.5385,
Male,0329_e6_230,402.35,23.5385,
Male,0329_e6_230,402.675,24.5192,
Male,0329_e6_230,403,24.5192,
Male,0329_e6_230,403.325,23.5385,
Male,0329_e6_230,403.65,23.5385,
Male,0329_e6_230,403.975,25.5,
Male,0329_e6_230,404.3,31.3846,
Male,0329_e6_230,404.625,32.3654,
Male,0329_e6_230,404.95,37.2692,
Male,0329_e6_230,405.275,37.2692,
Male,0329_e6_230,405.6,37.2692,
Male,0329_e6_230,405.925,36.2885,
Male,0329_e6_230,406.25,42.1731,
Male,0329_e6_230,406.575,47.0769,
Male,0329_e6_230,406.9,37.2692,
Male,0329_e6_230,407.225,36.2885,
Male,0329_e6_230,407.55,32.3654,
Male,0329_e6_230,407.875,29.4231,
Male,0329_e6_230,408.2,23.5385,
Male,0329_e6_230,408.525,16.6731,
Male,0329_e6_230,408.85,14.7115,
Male,0329_e6_230,409.175,11.7692,
Male,0329_e6_230,409.5,7.8462,
Male,0329_e6_230,409.825,0.9808,
Male,0329_e6_230,410.15,5.8846,
Male,0329_e6_230,410.475,9.8077,
Male,0329_e6_230,410.8,12.75,
Male,0329_e6_230,411.125,16.6731,
Male,0329_e6_230,411.45,16.6731,
Male,0329_e6_230,411.775,29.4231,
Male,0329_e6_230,412.1,35.3077,
Male,0329_e6_230,412.425,41.1923,
Male,0329_e6_230,412.75,44.1346,
Male,0329_e6_230,413.075,46.0962,
Male,0329_e6_230,413.4,47.0769,
Male,0329_e6_230,413.725,48.0577,
Male,0329_e6_230,414.05,50.0192,
Male,0329_e6_230,414.375,51,
Male,0329_e6_230,414.7,51,
Male,0329_e6_230,415.025,51,
Male,0329_e6_230,415.35,57.8654,
Male,0329_e6_230,415.675,61.7885,
Male,0329_e6_230,416,53.9423,
Male,0329_e6_230,416.325,50.0192,
Male,0329_e6_230,416.65,52.9615,
Male,0329_e6_230,416.975,57.8654,
Male,0329_e6_230,417.3,59.8269,
Male,0329_e6_230,417.625,58.8462,
Male,0329_e6_230,417.95,59.8269,
Male,0329_e6_230,418.275,60.8077,
Male,0329_e6_230,418.6,62.7692,
Male,0329_e6_230,418.925,59.8269,
Male,0329_e6_230,419.25,57.8654,
Male,0329_e6_230,419.575,54.9231,
Male,0329_e6_230,419.9,55.9038,
Male,0329_e6_230,420.225,49.0385,
Male,0329_e6_230,420.55,52.9615,
Male,0329_e6_230,420.875,54.9231,
Male,0329_e6_230,421.2,56.8846,
Male,0329_e6_230,421.525,57.8654,
Male,0329_e6_230,421.85,57.8654,
Male,0329_e6_230,422.175,58.8462,
Male,0329_e6_230,422.5,56.8846,
Male,0329_e6_230,422.825,55.9038,
Male,0329_e6_230,423.15,49.0385,
Male,0329_e6_230,423.475,40.2115,
Male,0329_e6_230,423.8,36.2885,
Male,0329_e6_230,424.125,37.2692,
Male,0329_e6_230,424.45,37.2692,
Male,0329_e6_230,424.775,38.25,
Male,0329_e6_230,425.1,38.25,
Male,0329_e6_230,425.425,42.1731,
Male,0329_e6_230,425.75,47.0769,
Male,0329_e6_230,426.075,55.9038,
Male,0329_e6_230,426.4,54.9231,
Male,0329_e6_230,426.725,59.8269,
Male,0329_e6_230,427.05,60.8077,
Male,0329_e6_230,427.375,60.8077,
Male,0329_e6_230,427.7,70.6154,
Male,0329_e6_230,428.025,74.5385,
Male,0329_e6_230,428.35,81.4038,
Male,0329_e6_230,428.675,87.2885,
Male,0329_e6_230,429,89.25,
Male,0329_e6_230,429.325,92.1923,
Male,0329_e6_230,429.65,94.1538,
Male,0329_e6_230,429.975,91.2115,
Male,0329_e6_230,430.3,95.1346,
Male,0329_e6_230,430.625,94.1538,
Male,0329_e6_230,430.95,100.0385,
Male,0329_e6_230,431.275,96.1154,
Male,0329_e6_230,431.6,90.2308,
Male,0329_e6_230,431.925,87.2885,
Male,0329_e6_230,432.25,87.2885,
Male,0329_e6_230,432.575,85.3269,
Male,0329_e6_230,432.9,80.4231,
Male,0329_e6_230,433.225,82.3846,
Male,0329_e6_230,433.55,79.4423,
Male,0329_e6_230,433.875,77.4808,
Male,0329_e6_230,434.2,73.5577,
Male,0329_e6_230,434.525,72.5769,
Male,0329_e6_230,434.85,73.5577,
Male,0329_e6_230,435.175,73.5577,
Male,0329_e6_230,435.5,72.5769,
Male,0329_e6_230,435.825,67.6731,
Male,0329_e6_230,436.15,57.8654,
Male,0329_e6_230,436.475,61.7885,
Male,0329_e6_230,436.8,55.9038,
Male,0329_e6_230,437.125,64.7308,
Male,0329_e6_230,437.45,64.7308,
Male,0329_e6_230,437.775,60.8077,
Male,0329_e6_230,438.1,56.8846,
Male,0329_e6_230,438.425,54.9231,
Male,0329_e6_230,438.75,48.0577,
Male,0329_e6_230,439.075,50.0192,
Male,0329_e6_230,439.4,45.1154,
Male,0329_e6_230,439.725,46.0962,
Male,0329_e6_230,440.05,51,
Male,0329_e6_230,440.375,55.9038,
Male,0329_e6_230,440.7,51.9808,
Male,0329_e6_230,441.025,58.8462,
Male,0329_e6_230,441.35,59.8269,
Male,0329_e6_230,441.675,59.8269,
Male,0329_e6_230,442,60.8077,
Male,0329_e6_230,442.325,67.6731,
Male,0329_e6_230,442.65,73.5577,
Male,0329_e6_230,442.975,72.5769,
Male,0329_e6_230,443.3,73.5577,
Male,0329_e6_230,443.625,64.7308,
Male,0329_e6_230,443.95,60.8077,
Male,0329_e6_230,444.275,53.9423,
Male,0329_e6_230,444.6,54.9231,
Male,0329_e6_230,444.925,50.0192,
Male,0329_e6_230,445.25,52.9615,
Male,0329_e6_230,445.575,59.8269,
Male,0329_e6_230,445.9,65.7115,
Male,0329_e6_230,446.225,72.5769,
Male,0329_e6_230,446.55,71.5962,
Male,0329_e6_230,446.875,76.5,
Male,0329_e6_230,447.2,77.4808,
Male,0329_e6_230,447.525,77.4808,
Male,0329_e6_230,447.85,78.4615,
Male,0329_e6_230,448.175,77.4808,
Male,0329_e6_230,448.5,79.4423,
Male,0329_e6_230,448.825,78.4615,
Male,0329_e6_230,449.15,76.5,
Male,0329_e6_230,449.475,76.5,
Male,0329_e6_230,449.8,74.5385,
Male,0329_e6_230,450.125,75.5192,
Male,0329_e6_230,450.45,73.5577,
Male,0329_e6_230,450.775,70.6154,
Male,0329_e6_230,451.1,68.6538,
Male,0329_e6_230,451.425,65.7115,
Male,0329_e6_230,451.75,67.6731,
Male,0329_e6_230,452.075,66.6923,
Male,0329_e6_230,452.4,62.7692,
Male,0329_e6_230,452.725,63.75,
Male,0329_e6_230,453.05,62.7692,
Male,0329_e6_230,453.375,73.5577,
Male,0329_e6_230,453.7,76.5,
Male,0329_e6_230,454.025,69.6346,
Male,0329_e6_230,454.35,76.5,
Male,0329_e6_230,454.675,72.5769,
Male,0329_e6_230,455,72.5769,
Male,0329_e6_230,455.325,74.5385,
Male,0329_e6_230,455.65,75.5192,
Male,0329_e6_230,455.975,76.5,
Male,0329_e6_230,456.3,77.4808,
Male,0329_e6_230,456.625,80.4231,
Male,0329_e6_230,456.95,81.4038,
Male,0329_e6_230,457.275,81.4038,
Male,0329_e6_230,457.6,88.2692,
Male,0329_e6_230,457.925,86.3077,
Male,0329_e6_230,458.25,87.2885,
Male,0329_e6_230,458.575,80.4231,
Male,0329_e6_230,458.9,78.4615,
Male,0329_e6_230,459.225,69.6346,
Male,0329_e6_230,459.55,63.75,
Male,0329_e6_230,459.875,59.8269,
Male,0329_e6_230,460.2,53.9423,
Male,0329_e6_230,460.525,51,
Male,0329_e6_230,460.85,51.9808,
Male,0329_e6_230,461.175,50.0192,
Male,0329_e6_230,461.5,52.9615,
Male,0329_e6_230,461.825,44.1346,
Male,0329_e6_230,462.15,43.1538,
Male,0329_e6_230,462.475,41.1923,
Male,0329_e6_230,462.8,31.3846,
Male,0329_e6_230,463.125,27.4615,
Male,0329_e6_230,463.45,23.5385,
Male,0329_e6_230,463.775,20.5962,
Male,0329_e6_230,464.1,28.4423,
Male,0329_e6_230,464.425,31.3846,
Male,0329_e6_230,464.75,37.2692,
Male,0329_e6_230,465.075,39.2308,
Male,0329_e6_230,465.4,43.1538,
Male,0329_e6_230,465.725,43.1538,
Male,0329_e6_230,466.05,47.0769,
Male,0329_e6_230,466.375,45.1154,
Male,0329_e6_230,466.7,45.1154,
Male,0329_e6_230,467.025,37.2692,
Male,0329_e6_230,467.35,33.3462,
Male,0329_e6_230,467.675,31.3846,
Male,0329_e6_230,468,32.3654,
Male,0329_e6_230,468.325,38.25,
Male,0329_e6_230,468.65,38.25,
Male,0329_e6_230,468.975,42.1731,
Male,0329_e6_230,469.3,47.0769,
Male,0329_e6_230,469.625,52.9615,
Male,0329_e6_230,469.95,53.9423,
Male,0329_e6_230,470.275,53.9423,
Male,0329_e6_230,470.6,54.9231,
Male,0329_e6_230,470.925,56.8846,
Male,0329_e6_230,471.25,54.9231,
Male,0329_e6_230,471.575,53.9423,
Male,0329_e6_230,471.9,55.9038,
Male,0329_e6_230,472.225,59.8269,
Male,0329_e6_230,472.55,69.6346,
Male,0329_e6_230,472.875,74.5385,
Male,0329_e6_230,473.2,67.6731,
Male,0329_e6_230,473.525,59.8269,
Male,0329_e6_230,473.85,57.8654,
Male,0329_e6_230,474.175,56.8846,
Male,0329_e6_230,474.5,56.8846,
Male,0329_e6_230,474.825,55.9038,
Male,0329_e6_230,475.15,51,
Male,0329_e6_230,475.475,40.2115,
Male,0329_e6_230,475.8,43.1538,
Male,0329_e6_230,476.125,51,
Male,0329_e6_230,476.45,58.8462,
Male,0329_e6_230,476.775,58.8462,
Male,0329_e6_230,477.1,66.6923,
Male,0329_e6_230,477.425,70.6154,
Male,0329_e6_230,477.75,74.5385,
Male,0329_e6_230,478.075,74.5385,
Male,0329_e6_230,478.4,75.5192,
Male,0329_e6_230,478.725,74.5385,
Male,0329_e6_230,479.05,77.4808,
Male,0329_e6_230,479.375,81.4038,
Male,0329_e6_230,479.7,78.4615,
Male,0329_e6_230,480.025,79.4423,
Male,0329_e6_230,480.35,75.5192,
Male,0329_e6_230,480.675,74.5385,
Male,0329_e6_230,481,70.6154,
Male,0329_e6_230,481.325,65.7115,
Male,0329_e6_230,481.65,56.8846,
Male,0329_e6_230,481.975,40.2115,
Male,0329_e6_230,482.3,40.2115,
Male,0329_e6_230,482.625,43.1538,
Male,0329_e6_230,482.95,41.1923,
Male,0329_e6_230,483.275,40.2115,
Male,0329_e6_230,483.6,36.2885,
Male,0329_e6_230,483.925,28.4423,
Male,0329_e6_230,484.25,25.5,
Male,0329_e6_230,484.575,25.5,
Male,0329_e6_230,484.9,33.3462,
Male,0329_e6_230,485.225,40.2115,
Male,0329_e6_230,485.55,49.0385,
Male,0329_e6_230,485.875,49.0385,
Male,0329_e6_230,486.2,51,
Male,0329_e6_230,486.525,52.9615,
Male,0329_e6_230,486.85,60.8077,
Male,0329_e6_230,487.175,60.8077,
Male,0329_e6_230,487.5,63.75,
Male,0329_e6_230,487.825,60.8077,
Male,0329_e6_230,488.15,58.8462,
Male,0329_e6_230,488.475,60.8077,
Male,0329_e6_230,488.8,61.7885,
Male,0329_e6_230,489.125,63.75,
Male,0329_e6_230,489.45,71.5962,
Male,0329_e6_230,489.775,77.4808,
Male,0329_e6_230,490.1,82.3846,
Male,0329_e6_230,490.425,80.4231,
Male,0329_e6_230,490.75,81.4038,
Male,0329_e6_230,491.075,74.5385,
Male,0329_e6_230,491.4,67.6731,
Male,0329_e6_230,491.725,58.8462,
Male,0329_e6_230,492.05,52.9615,
Male,0329_e6_230,492.375,51.9808,
Male,0329_e6_230,492.7,52.9615,
Male,0329_e6_230,493.025,53.9423,
Male,0329_e6_230,493.35,52.9615,
Male,0329_e6_230,493.675,46.0962,
Male,0329_e6_230,494,44.1346,
Male,0329_e6_230,494.325,43.1538,
Male,0329_e6_230,494.65,41.1923,
Male,0329_e6_230,494.975,45.1154,
Male,0329_e6_230,495.3,44.1346,
Male,0329_e6_230,495.625,39.2308,
Male,0329_e6_230,495.95,36.2885,
Male,0329_e6_230,496.275,36.2885,
Male,0329_e6_230,496.6,36.2885,
Male,0329_e6_230,496.925,40.2115,
Male,0329_e6_230,497.25,40.2115,
Male,0329_e6_230,497.575,40.2115,
Male,0329_e6_230,497.9,36.2885,
Male,0329_e6_230,498.225,33.3462,
Male,0329_e6_230,498.55,33.3462,
Male,0329_e6_230,498.875,26.4808,
Male,0329_e6_230,499.2,21.5769,
Male,0329_e6_230,499.525,14.7115,
Male,0329_e6_230,499.85,17.6538,
Male,0329_e6_230,500.175,14.7115,
Male,0329_e6_230,500.5,20.5962,
Male,0329_e6_230,500.825,26.4808,
Male,0329_e6_230,501.15,34.3269,
Male,0329_e6_230,501.475,37.2692,
Male,0329_e6_230,501.8,42.1731,
Male,0329_e6_230,502.125,49.0385,
Male,0329_e6_230,502.45,58.8462,
Male,0329_e6_230,502.775,65.7115,
Male,0329_e6_230,503.1,70.6154,
Male,0329_e6_230,503.425,76.5,
Male,0329_e6_230,503.75,78.4615,
Male,0329_e6_230,504.075,77.4808,
Male,0329_e6_230,504.4,86.3077,
Male,0329_e6_230,504.725,84.3462,
Male,0329_e6_230,505.05,82.3846,
Male,0329_e6_230,505.375,83.3654,
Male,0329_e6_230,505.7,81.4038,
Male,0329_e6_230,506.025,79.4423,
Male,0329_e6_230,506.35,82.3846,
Male,0329_e6_230,506.675,91.2115,
Male,0329_e6_230,507,86.3077,
Male,0329_e6_230,507.325,83.3654,
Male,0329_e6_230,507.65,85.3269,
Male,0329_e6_230,507.975,84.3462,
Male,0329_e6_230,508.3,82.3846,
Male,0329_e6_230,508.625,68.6538,
Male,0329_e6_230,508.95,64.7308,
Male,0329_e6_230,509.275,70.6154,
Male,0329_e6_230,509.6,75.5192,
Male,0329_e6_230,509.925,80.4231,
Male,0329_e6_230,510.25,77.4808,
Male,0329_e6_230,510.575,77.4808,
Male,0329_e6_230,510.9,78.4615,
Male,0329_e6_230,511.225,81.4038,
Male,0329_e6_230,511.55,75.5192,
Male,0329_e6_230,511.875,71.5962,
Male,0329_e6_230,512.2,67.6731,
Male,0329_e6_230,512.525,68.6538,
Male,0329_e6_230,512.85,69.6346,
Male,0329_e6_230,513.175,68.6538,
Male,0329_e6_230,513.5,68.6538,
Male,0329_e6_230,513.825,69.6346,
Male,0329_e6_230,514.15,67.6731,
Male,0329_e6_230,514.475,68.6538,
Male,0329_e6_230,514.8,71.5962,
Male,0329_e6_230,515.125,67.6731,
Male,0329_e6_230,515.45,64.7308,
Male,0329_e6_230,515.775,58.8462,
Male,0329_e6_230,516.1,57.8654,
Male,0329_e6_230,516.425,54.9231,
Male,0329_e6_230,516.75,53.9423,
Male,0329_e6_230,517.075,58.8462,
Male,0329_e6_230,517.4,52.9615,
Male,0329_e6_230,517.725,54.9231,
Male,0329_e6_230,518.05,58.8462,
Male,0329_e6_230,518.375,62.7692,
Male,0329_e6_230,518.7,65.7115,
Male,0329_e6_230,519.025,68.6538,
Male,0329_e6_230,519.35,70.6154,
Male,0329_e6_230,519.675,69.6346,
Male,0329_e6_230,520,68.6538,
Male,0329_e6_230,520.325,66.6923,
Male,0329_e6_230,520.65,67.6731,
Male,0329_e6_230,520.975,68.6538,
Male,0329_e6_230,521.3,69.6346,
Male,0329_e6_230,521.625,72.5769,
Male,0329_e6_230,521.95,70.6154,
Male,0329_e6_230,522.275,69.6346,
Male,0329_e6_230,522.6,71.5962,
Male,0329_e6_230,522.925,70.6154,
Male,0329_e6_230,523.25,68.6538,
Male,0329_e6_230,523.575,64.7308,
Male,0329_e6_230,523.9,65.7115,
Male,0329_e6_230,524.225,61.7885,
Male,0329_e6_230,524.55,62.7692,
Male,0329_e6_230,524.875,60.8077,
Male,0329_e6_230,525.2,51,
Male,0329_e6_230,525.525,51.9808,
Male,0329_e6_230,525.85,49.0385,
Male,0329_e6_230,526.175,50.0192,
Male,0329_e6_230,526.5,46.0962,
Male,0329_e6_230,526.825,46.0962,
Male,0329_e6_230,527.15,44.1346,
Male,0329_e6_230,527.475,42.1731,
Male,0329_e6_230,527.8,39.2308,
Male,0329_e6_230,528.125,34.3269,
Male,0329_e6_230,528.45,26.4808,
Male,0329_e6_230,528.775,17.6538,
Male,0329_e6_230,529.1,15.6923,
Male,0329_e6_230,529.425,14.7115,
Male,0329_e6_230,529.75,12.75,
Male,0329_e6_230,530.075,15.6923,
Male,0329_e6_230,530.4,23.5385,
Male,0329_e6_230,530.725,28.4423,
Male,0329_e6_230,531.05,30.4038,
Male,0329_e6_230,531.375,44.1346,
Male,0329_e6_230,531.7,46.0962,
Male,0329_e6_230,532.025,45.1154,
Male,0329_e6_230,532.35,46.0962,
Male,0329_e6_230,532.675,48.0577,
Male,0329_e6_230,533,47.0769,
Male,0329_e6_230,533.325,44.1346,
Male,0329_e6_230,533.65,40.2115,
Male,0329_e6_230,533.975,34.3269,
Male,0329_e6_230,534.3,26.4808,
Male,0329_e6_230,534.625,22.5577,
Male,0329_e6_230,534.95,21.5769,
Male,0329_e6_230,535.275,20.5962,
Male,0329_e6_230,535.6,16.6731,
Male,0329_e6_230,535.925,6.8654,
Male,0329_e6_230,536.25,6.8654,
Male,0329_e6_230,536.575,11.7692,
Male,0329_e6_230,536.9,15.6923,
Male,0329_e6_230,537.225,10.7885,
Male,0329_e6_230,537.55,15.6923,
Male,0329_e6_230,537.875,13.7308,
Male,0329_e6_230,538.2,13.7308,
Male,0329_e6_230,538.525,14.7115,
Male,0329_e6_230,538.85,19.6154,
Male,0329_e6_230,539.175,26.4808,
Male,0329_e6_230,539.5,33.3462,
Male,0329_e6_230,539.825,33.3462,
Male,0329_e6_230,540.15,37.2692,
Male,0329_e6_230,540.475,44.1346,
Male,0329_e6_230,540.8,45.1154,
Male,0329_e6_230,541.125,48.0577,
Male,0329_e6_230,541.45,46.0962,
Male,0329_e6_230,541.775,41.1923,
Male,0329_e6_230,542.1,35.3077,
Male,0329_e6_230,542.425,28.4423,
Male,0329_e6_230,542.75,28.4423,
Male,0329_e6_230,543.075,31.3846,
Male,0329_e6_230,543.4,47.0769,
