"R1_12","R1_13","R1_14","R1_15","R1_16","R1_17","R1_18","R1_19","R1_20","R1_21","R1_22","R1_23","R1_24","R1_25","R1_26","R1_27","R1_28","R1_29","R1_30","R1_31","R1_32","R1_33","R1_34","R1_35","R1_36","R1_37","R1_38","R1_39","R1_40","R1_41","R1_42","R1_43","R1_44","R1_45","R1_46","R1_47","R1_48"
-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,2.12585226909384,3.14640792460795,-0.120247485310008,-0.149733821603809,1.51482945081373,-0.181853755962657,-0.450710342397687,1.61482672488616,-0.450710342397687,-0.450710342397687,2.24250344708579,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,2.42730483352423,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687,-0.450710342397687
-1.0752494939324,-1.0752494939324,-0.969836678572716,0.983834303618538,2.40538286221567,-1.0752494939324,-1.0752494939324,-0.675520294958626,-0.256109075517417,-0.311045085288684,-1.03459824310741,-1.0752494939324,-0.093703020973201,-0.232866100475629,-1.0752494939324,0.204569947637232,2.64969304848507,1.34340939035949,-0.234383977970135,0.031215313356716,0.401463529000717,0.741562701178171,0.211920103793284,-0.835694690320368,-0.165375057306259,-0.546967169618742,-0.442775366012866,0.163509145496417,-0.39990436842053,-0.208278161826412,0.996311813697125,-0.126462023296086,2.16681467051681,-0.180573566637619,1.0964724309223,0.756796500108824,-0.987365916489286
5.83267720696139,-0.276082509833484,-0.276082509833484,-0.276082509833484,0.336864501672259,-0.276082509833484,-0.276082509833484,-0.276082509833484,-0.276082509833484,-0.0463245758579369,-0.276082509833484,-0.0341088484606493,0.000413156571934817,0.385667719194567,-0.276082509833484,-0.276082509833484,0.0537628064069393,-0.276082509833484,-0.222704099197973,-0.106104763389087,0.0805284913390993,-0.276082509833484,-0.276082509833484,0.00271276871365778,-0.276082509833484,-0.276082509833484,-0.276082509833484,-0.156575278702266,-0.117376908201458,-0.213762768011054,-0.276082509833484,0.0363571430391095,-0.276082509833484,-0.197990329902643,-0.209007539483372,-0.236993169797274,-0.218550335892538
5.81932505902854,-0.285521006933985,-0.285521006933985,-0.285521006933985,-0.0128040229763824,0.484047547668929,-0.285521006933985,-0.105281196932252,-0.269886960911399,-0.110494504124852,-0.285521006933985,0.258698104216026,-0.224210668580121,0.0279933536017141,-0.285521006933985,-0.245550325383918,-0.285521006933985,-0.285521006933985,0.200316591289385,-0.087857505469736,0.145700652146908,-0.044773778507989,-0.268513213952664,-0.271804637650747,-0.278725698601177,-0.285521006933985,-0.0682367303551341,-0.162329343210198,-0.133820553628481,-0.206679690904088,-0.285521006933985,-0.226256894176038,-0.285521006933985,-0.234293875511177,-0.279781872483297,-0.278527751384037,-0.285521006933985
-0.864271052211856,-0.864271052211856,-0.864271052211856,0.502932547543644,0.271002448296047,1.8015102297193,-0.69574233978584,0.425939510700066,1.34489523264471,2.90693431336324,2.41074334924275,0.281059883538878,0.610358260227887,-0.864271052211856,-0.864271052211856,0.277356184375525,0.473945592263174,-0.864271052211856,-0.232632626616257,0.324273983930037,0.508453218857571,-0.274505536369176,-0.864271052211856,-0.864271052211856,-0.864271052211856,-0.864271052211856,0.241249425737318,0.886587821368078,-0.435014332534612,-0.390200451842689,-0.507662923484037,1.63020296866779,-0.864271052211856,-0.556243761804986,-0.864271052211856,-0.569919319284289,-0.864271052211856
4.11203261051907,3.37218039170126,0.0457644998035922,0.656444638185135,-0.615149562667272,-0.085144498756034,-0.364717811552755,0.0178224479488106,0.248199962079145,-0.0657442289319616,-0.521055153862892,-0.280545480080175,0.101675045269165,-0.695864026171581,0.0833777540252288,-0.359661975516182,-0.664847490999014,-0.5410647833124,0.468625008513858,-0.334164023054325,-0.0587213648865709,0.204376497941147,0.0417376247572432,-0.437593496366581,-0.744675968916978,-0.0207115737083169,-0.263485741980593,0.149442380198713,0.883606311700704,-0.220661540047514,-0.700817451428233,-0.0820470928877159,-0.999136246500755,-0.650792776630719,-0.338367267571074,-0.731400723653965,-0.608914893159459
-1.04886517134584,-0.982026287968598,-1.04886517134584,1.6187416968698,0.441732810093409,-0.11913658914499,-0.121731907084575,-0.490119799241399,1.3404353639949,2.85343911162721,2.52680810115093,-0.627608235094229,-0.28224025291017,1.01892516884122,-1.00983774308863,0.942376371212725,0.276291394818518,0.228501958113653,0.212507530396557,-0.240092262959446,-1.04886517134584,-0.765708900722864,-0.724803354018211,0.851352098563303,-1.04886517134584,-0.136323675383944,-0.153175880956223,0.480410370256165,1.48028626302303,0.0986645963045618,-0.860530303332844,-0.584245544418406,-0.859382708519662,-0.221918929098962,-0.816492401005067,-0.460355066168377,-0.719282308766009
-0.89541952874606,-0.89541952874606,-0.89541952874606,0.124502565625629,2.72672476158917,-0.89541952874606,0.984592455780203,-0.746160168667086,1.56123464758191,1.20624150377258,-0.89541952874606,1.03122131194132,0.208872223709536,0.302854622581147,-0.89541952874606,-0.101011454299986,2.46807706484017,-0.782821488471583,0.0505986983909513,-0.89541952874606,0.680027344423892,-0.773584454991217,0.75245703479789,-0.89541952874606,1.48492811420436,-0.698158278203131,0.0181040012010907,0.760036730350956,0.0135177652153477,-0.841011439608716,-0.89541952874606,0.54009803929325,-0.89541952874606,-0.690379979132951,-0.4819376260008,-0.765117021849904,-0.0797116866134283
-0.621778739721438,-0.621778739721438,-0.621778739721438,0.0998775861300044,-0.142390122921686,-0.621778739721438,0.338936960164882,0.162752608782346,0.985913014403403,0.878092465046694,-0.621778739721438,-0.310870177952161,0.0787445873225888,0.755979380281027,-0.621778739721438,-0.050904488015697,-0.303918526247739,-0.190233465176097,-0.471748678724275,-0.621778739721438,-0.331950610525693,-0.418019919990834,-0.427450082518716,-0.621778739721438,0.542854859455699,5.16722813425559,-0.144344187929535,0.0180261110288554,-0.0100229386785321,-0.621778739721438,-0.621778739721438,0.140007630700779,-0.621778739721438,-0.166534502834629,-0.621778739721438,0.416972702388725,0.844346538212265
-1.06325916236727,0.466913620740476,2.67076881921034,1.88019227305482,0.0365990349552858,0.729957057887162,1.39669649192795,-0.0632896126466318,-0.225373870395425,-0.553459934711566,-1.06325916236727,1.06083587830599,1.6689912589599,1.12835469672056,-1.06325916236727,0.543371302925059,0.903054353656822,0.556090535435922,-0.726695343249289,0.867663942309358,0.17798232885837,-0.377618103918319,-0.0328572551910647,0.582748084591048,-1.06325916236727,-1.06325916236727,-1.06325916236727,-0.593531122860891,-1.06325916236727,0.814693011318894,-1.06325916236727,-0.269214416210257,-1.06325916236727,-0.38684444427802,-1.06325916236727,-0.753646763340136,-0.869790200383669
